SITE ID,datetime,t+1,t+2,t+3,t+4,t+5,t+6,t+7,t+8,t+9,t+10,t+11,t+12,t+13,t+14,t+15,t+16,t+17,t+18,t+19,t+20,t+21,t+22,t+23,t+24,t+25,t+26,t+27,t+28,t+29,t+30,t+31,t+32,t+33,t+34,t+35,t+36,t+37,t+38,t+39,t+40,t+41,t+42,t+43,t+44,t+45,t+46,t+47,t+48,t+49,t+50,t+51,t+52,t+53,t+54,t+55,t+56,t+57,t+58,t+59,t+60,t+61,t+62,t+63,t+64,t+65,t+66,t+67,t+68,t+69,t+70,t+71,t+72
EPA001,2020-08-14 08:00:00,7.0,8.0,5.0,3.0,5.0,4.0,4.0,5.0,4.0,6.0,6.0,5.0,4.0,5.0,8.0,6.0,4.0,3.0,2.0,5.0,5.0,6.0,7.0,10.0,11.0,8.0,3.0,1.0,8.0,5.0,2.0,3.0,9.0,15.0,10.0,8.0,9.0,8.0,11.0,11.0,10.0,6.0,4.0,9.0,7.0,11.0,7.0,4.0,2.0,4.0,5.0,3.0,18.0,16.0,23.0,31.0,32.0,36.0,15.0,8.0,9.0,8.0,3.0,1.0,2.0,1.0,1.0,4.0,4.0,2.0,5.0,6.0
EPA002,2020-08-14 08:00:00,4.0,6.0,9.0,6.0,2.0,2.0,4.0,5.0,5.0,8.0,9.0,11.0,10.0,7.0,6.0,3.0,3.0,5.0,7.0,4.0,5.0,9.0,10.0,10.0,6.0,11.0,7.0,4.0,6.0,7.0,8.0,7.0,6.0,10.0,20.0,13.0,11.0,12.0,8.0,9.0,10.0,11.0,7.0,12.0,10.0,12.0,11.0,8.0,5.0,3.0,7.0,4.0,1.0,15.0,21.0,23.0,34.0,34.0,30.0,16.0,7.0,4.0,1.0,5.0,5.0,3.0,5.0,5.0,3.0,3.0,6.0,5.0
EPA003,2020-08-14 08:00:00,9.0,11.0,13.0,7.0,3.0,2.0,2.0,2.0,6.0,4.0,3.0,5.0,5.0,6.0,3.0,4.0,5.0,5.0,3.0,2.0,1.0,5.0,4.0,7.0,8.0,8.0,11.0,9.0,8.0,4.0,4.0,8.0,13.0,11.0,7.0,8.0,7.0,7.0,9.0,8.0,9.0,7.0,8.0,6.0,6.0,12.0,8.0,5.0,9.0,5.0,4.0,4.0,21.0,20.0,24.0,26.0,37.0,34.0,28.0,12.0,9.0,5.0,4.0,7.0,6.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0
EPA004,2020-08-14 08:00:00,7.0,5.0,5.0,5.0,6.0,4.0,8.0,9.0,9.0,12.0,9.0,5.0,9.0,6.0,6.0,7.0,5.0,4.0,4.0,5.0,7.0,6.0,6.0,4.0,4.0,4.0,7.0,6.0,11.0,11.0,9.0,7.0,6.0,7.0,7.0,7.0,10.0,13.0,9.0,10.0,7.0,7.0,9.0,6.0,8.0,9.0,8.0,7.0,9.0,9.0,10.0,6.0,8.0,12.0,13.0,12.0,16.0,32.0,32.0,28.0,16.0,5.0,3.0,3.0,1.0,1.0,1.0,1.0,2.0,2.0,2.0,2.0
EPA005,2020-08-14 08:00:00,10.0,8.0,5.0,2.0,3.0,3.0,3.0,10.0,9.0,5.0,10.0,7.0,9.0,10.0,7.0,6.0,7.0,8.0,8.0,9.0,9.0,9.0,9.0,9.0,8.0,7.0,6.0,5.0,5.0,8.0,5.0,4.0,4.0,3.0,6.0,6.0,10.0,9.0,11.0,9.0,11.0,12.0,7.0,6.0,8.0,6.0,9.0,10.0,13.0,11.0,10.0,18.0,13.0,13.0,9.0,7.0,5.0,3.0,12.0,25.0,24.0,12.0,6.0,3.0,1.0,1.0,1.0,1.0,1.0,4.0,2.0,1.0
EPA006,2020-08-14 08:00:00,9.0,8.0,8.0,5.0,2.0,5.0,5.0,6.0,10.0,11.0,12.0,15.0,11.0,13.0,14.0,11.0,8.0,9.0,11.0,12.0,9.0,11.0,13.0,10.0,7.0,12.0,9.0,21.0,8.0,9.0,6.0,10.0,7.0,5.0,11.0,12.0,9.0,9.0,8.0,7.0,11.0,10.0,8.0,10.0,12.0,9.0,11.0,9.0,12.0,12.0,14.0,14.0,14.0,13.0,13.0,7.0,8.0,9.0,29.0,28.0,17.0,4.0,3.0,5.0,4.0,1.0,3.0,4.0,3.0,1.0,1.0,3.0
EPA007,2020-08-14 08:00:00,1.444444444,1.388888889,1.333333333,1.277777778,1.222222222,1.166666667,1.111111111,1.055555556,1.0,1.0,1.0,1.0,1.0,1.0,1.086956522,1.173913043,1.260869565,1.347826087,1.434782609,1.52173913,1.608695652,1.695652174,1.782608696,1.869565217,1.956521739,2.043478261,2.130434783,2.217391304,2.304347826,2.391304348,2.47826087,2.565217391,2.652173913,2.739130435,2.826086957,2.913043478,3.0,2.0,1.0,1.090909091,1.181818182,1.272727273,1.363636364,1.454545455,1.545454545,1.636363636,1.727272727,1.818181818,1.909090909,2.0,2.090909091,2.181818182,2.272727273,2.363636364,2.454545455,2.545454545,2.636363636,2.727272727,2.818181818,2.909090909,3.0,1.0,1.230769231,1.461538462,1.692307692,1.923076923,2.153846154,2.384615385,2.615384615,2.846153846,3.076923077,3.307692308
EPA008,2020-08-14 08:00:00,11.0,9.5,8.0,9.0,7.0,10.0,11.0,11.0,8.0,6.0,7.0,11.0,8.0,4.0,7.0,9.0,8.0,10.0,11.0,8.0,6.0,9.0,10.0,9.0,11.0,9.0,13.0,9.0,7.0,7.0,5.0,11.0,11.0,8.0,11.0,13.0,12.0,13.0,11.0,8.0,10.0,8.0,7.0,6.0,11.0,12.0,11.0,16.0,12.0,10.0,15.0,10.0,14.0,14.0,11.0,9.0,7.0,9.0,33.0,23.0,10.0,6.0,4.0,4.0,4.0,5.0,3.0,5.0,4.0,4.0,6.0,4.0
EPA009,2020-08-14 08:00:00,5.0,5.0,1.0,5.0,3.0,3.0,4.0,3.0,6.0,7.0,7.0,9.0,6.0,8.0,8.0,6.0,9.0,10.0,9.0,8.0,9.0,7.0,5.0,6.0,6.0,7.0,6.0,7.0,5.0,11.0,8.0,11.0,9.0,9.0,8.0,16.0,15.0,9.0,7.0,9.0,7.0,8.0,11.0,9.0,13.0,8.0,7.0,7.0,11.0,12.0,12.0,11.0,10.0,11.0,13.0,9.0,10.0,11.0,21.0,32.0,22.0,6.0,4.0,3.0,1.0,1.0,2.0,1.0,1.0,3.0,6.0,3.0
EPA010,2020-08-14 08:00:00,9.0,6.0,5.0,4.0,9.0,9.0,7.0,6.0,4.0,10.0,10.0,8.0,7.0,9.0,5.0,4.0,9.0,10.0,10.0,7.0,8.0,10.0,7.0,7.0,8.0,6.0,6.0,7.0,5.0,6.0,9.0,5.0,9.0,9.0,7.0,11.0,11.0,10.0,10.0,13.0,13.0,12.0,11.0,12.0,9.0,11.0,12.0,8.0,11.0,11.0,11.0,11.0,7.0,11.0,12.0,17.0,9.0,11.0,25.0,19.0,12.0,8.0,4.0,2.0,2.0,3.0,2.0,2.0,4.0,3.0,3.0,4.0
EPA011,2020-08-14 08:00:00,8.0,8.0,5.0,4.0,6.0,12.0,9.0,6.0,7.0,7.0,7.0,8.0,5.0,8.0,6.0,3.0,4.0,11.0,7.0,6.0,7.0,5.0,12.0,7.0,6.0,10.0,9.0,8.0,8.0,9.0,9.0,13.0,8.0,6.0,8.0,9.0,15.0,10.0,12.0,18.0,14.0,9.0,10.0,7.0,7.0,11.0,11.0,16.0,7.0,10.0,9.0,9.0,9.0,9.0,14.0,9.0,7.0,16.0,31.0,22.0,9.0,6.0,4.0,2.0,1.0,2.0,1.0,1.0,1.0,4.0,4.0,3.0
EPA012,2020-08-14 08:00:00,11.0,11.0,7.0,10.0,6.0,8.0,6.0,7.0,10.0,11.0,10.0,6.0,6.0,7.0,4.0,7.0,5.0,6.0,5.0,3.0,4.0,3.0,1.0,3.0,4.0,5.0,11.0,10.0,9.0,4.0,11.0,9.0,7.0,6.0,10.0,8.0,15.0,10.0,10.0,8.0,8.0,6.0,10.0,12.0,13.0,15.0,11.0,9.0,9.0,7.0,4.0,10.0,11.0,8.0,11.0,8.0,5.0,13.0,33.0,17.0,11.0,5.0,2.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,1.0,2.0
EPA013,2020-08-14 08:00:00,6.0,6.0,5.333333333,4.666666667,4.0,4.0,8.0,12.0,7.0,7.0,11.0,7.0,4.0,4.0,4.0,6.0,7.0,9.0,6.0,5.0,6.0,5.0,5.0,4.0,5.0,10.0,9.0,13.0,9.0,8.0,9.0,9.0,5.0,4.0,11.0,11.0,10.0,11.0,11.0,9.0,9.0,7.0,7.0,10.0,6.0,8.0,7.0,13.0,12.0,12.0,12.0,10.0,11.0,8.0,11.0,7.0,9.0,19.0,30.0,21.0,11.0,6.0,3.0,7.0,4.0,1.0,2.0,1.0,1.0,3.0,4.0,3.0
EPA014,2020-08-14 08:00:00,9.0,5.0,5.0,12.0,7.0,11.0,11.0,9.0,9.0,10.0,8.0,5.0,8.0,5.0,3.0,3.0,5.0,8.0,4.0,2.0,4.0,1.0,6.0,7.0,6.0,7.0,12.0,16.0,13.0,7.0,5.0,8.0,9.0,8.0,8.0,12.0,8.0,15.0,10.0,11.0,11.0,10.0,9.0,11.0,9.0,8.0,8.0,14.0,11.0,8.0,8.0,7.0,15.0,10.0,15.0,11.0,8.0,29.0,32.0,28.0,10.0,6.0,3.0,1.0,1.0,3.0,3.0,1.0,2.0,2.0,1.0,1.0
EPA015,2020-08-14 08:00:00,9.0,10.0,7.0,7.0,6.0,8.0,8.0,8.0,10.0,9.0,7.0,5.0,6.0,5.0,5.0,6.0,7.0,6.0,6.0,7.0,5.0,7.0,6.0,6.0,12.0,9.0,18.0,8.0,11.0,9.0,12.0,9.0,5.0,6.0,13.0,15.0,8.0,13.0,10.0,9.0,10.0,8.0,8.0,9.0,8.0,9.0,6.0,10.0,13.0,11.0,9.0,8.0,5.0,12.0,16.0,13.0,18.0,32.0,26.0,26.0,12.0,8.0,7.0,4.0,1.0,1.0,2.0,1.0,4.0,3.0,5.0,3.0
EPA017,2020-08-14 08:00:00,9.0,9.0,9.0,6.0,3.0,6.0,4.0,9.0,9.0,8.0,12.0,18.0,11.0,13.0,10.0,15.0,15.0,7.0,10.0,10.0,6.0,14.0,10.0,8.0,6.0,7.0,11.0,10.0,10.0,9.0,9.0,8.0,10.0,9.0,12.0,15.0,12.0,10.0,11.0,14.0,18.0,13.0,12.0,19.0,13.0,21.0,21.0,15.0,15.0,12.0,16.0,11.0,11.0,14.0,11.0,10.0,12.0,14.0,17.0,25.0,23.0,16.0,8.0,17.0,11.0,11.0,8.0,5.5,3.0,3.0,5.0,3.0
