SITE ID,datetime,t+1,t+2,t+3,t+4,t+5,t+6,t+7,t+8,t+9,t+10,t+11,t+12,t+13,t+14,t+15,t+16,t+17,t+18,t+19,t+20,t+21,t+22,t+23,t+24,t+25,t+26,t+27,t+28,t+29,t+30,t+31,t+32,t+33,t+34,t+35,t+36,t+37,t+38,t+39,t+40,t+41,t+42,t+43,t+44,t+45,t+46,t+47,t+48,t+49,t+50,t+51,t+52,t+53,t+54,t+55,t+56,t+57,t+58,t+59,t+60,t+61,t+62,t+63,t+64,t+65,t+66,t+67,t+68,t+69,t+70,t+71,t+72
EPA001,2020-08-12 08:00:00,9.0,6.0,4.0,4.0,2.0,1.0,9.0,7.0,10.0,9.0,11.0,11.0,10.0,10.0,9.0,7.0,8.0,9.0,10.0,10.0,13.0,13.0,10.0,6.0,6.0,4.0,1.0,3.0,3.0,4.0,3.0,5.0,5.0,4.0,8.0,7.0,5.0,2.0,1.0,1.0,5.0,4.0,2.0,2.0,7.0,8.0,7.0,8.0,7.0,8.0,5.0,3.0,5.0,4.0,4.0,5.0,4.0,6.0,6.0,5.0,4.0,5.0,8.0,6.0,4.0,3.0,2.0,5.0,5.0,6.0,7.0,10.0
EPA002,2020-08-12 08:00:00,8.0,9.0,9.0,7.0,16.0,12.0,7.0,6.0,12.0,11.0,14.0,9.0,6.0,8.0,10.0,8.0,18.0,11.0,12.0,10.0,8.0,8.0,15.0,8.0,8.0,8.0,7.0,5.0,3.0,7.0,20.0,5.0,9.0,12.0,12.0,12.0,15.0,9.0,6.0,6.0,6.0,7.0,4.0,2.0,2.0,2.0,11.0,6.0,4.0,6.0,9.0,6.0,2.0,2.0,4.0,5.0,5.0,8.0,9.0,11.0,10.0,7.0,6.0,3.0,3.0,5.0,7.0,4.0,5.0,9.0,10.0,10.0
EPA003,2020-08-12 08:00:00,6.0,6.0,5.0,7.0,11.0,12.0,7.0,5.0,3.0,4.0,7.0,12.0,7.0,6.0,8.0,8.0,9.0,5.0,8.0,7.0,7.0,8.0,8.0,7.0,9.0,10.0,8.0,6.0,3.0,6.0,5.0,2.0,4.0,4.0,8.0,7.0,7.0,9.0,7.0,9.0,5.0,3.0,4.0,1.0,2.0,13.0,10.0,6.0,9.0,11.0,13.0,7.0,3.0,2.0,2.0,2.0,6.0,4.0,3.0,5.0,5.0,6.0,3.0,4.0,5.0,5.0,3.0,2.0,1.0,5.0,4.0,7.0
EPA004,2020-08-12 08:00:00,7.0,4.0,5.0,7.0,9.0,11.0,8.0,8.0,10.0,9.0,11.0,11.0,8.0,11.0,10.0,10.0,6.0,9.0,9.0,9.0,9.0,11.0,7.0,6.0,6.0,8.0,7.0,4.0,16.0,19.0,24.0,15.0,18.0,13.0,15.0,11.0,10.0,7.0,5.0,8.0,7.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,7.0,5.0,5.0,5.0,6.0,4.0,8.0,9.0,9.0,12.0,9.0,5.0,9.0,6.0,6.0,7.0,5.0,4.0,4.0,5.0,7.0,6.0,6.0,4.0
EPA005,2020-08-12 08:00:00,4.0,7.0,10.0,15.0,11.0,7.0,10.0,14.0,16.0,12.0,10.0,14.0,13.0,11.0,11.0,11.0,11.0,10.0,10.0,10.0,11.0,11.0,12.0,9.0,8.0,8.0,7.0,13.0,21.0,15.0,13.0,10.0,13.0,12.0,16.0,13.0,18.0,7.0,4.0,4.0,8.0,8.0,5.0,2.0,5.0,10.0,9.0,12.0,10.0,8.0,5.0,2.0,3.0,3.0,3.0,10.0,9.0,5.0,10.0,7.0,9.0,10.0,7.0,6.0,7.0,8.0,8.0,9.0,9.0,9.0,9.0,9.0
EPA006,2020-08-12 08:00:00,7.0,9.0,14.0,12.0,9.0,7.0,8.0,6.0,10.0,9.0,13.0,11.0,10.0,14.0,11.0,11.0,9.0,8.0,10.0,10.0,13.0,8.0,8.0,7.0,9.0,12.0,8.0,8.0,16.0,13.5,11.0,12.0,13.0,11.0,18.0,17.0,11.0,9.0,5.0,4.0,4.0,6.0,9.0,9.0,9.0,10.0,9.0,8.0,9.0,8.0,8.0,5.0,2.0,5.0,5.0,6.0,10.0,11.0,12.0,15.0,11.0,13.0,14.0,11.0,8.0,9.0,11.0,12.0,9.0,11.0,13.0,10.0
EPA007,2020-08-12 08:00:00,9.0,7.0,8.0,7.0,7.0,8.0,9.0,11.0,12.0,16.0,12.0,20.0,16.0,11.0,12.0,11.0,11.0,11.0,9.0,9.0,13.0,17.0,10.0,7.0,7.0,8.0,10.0,13.0,16.0,18.0,13.0,8.0,3.0,1.0,1.0,1.0,1.333333333,1.666666667,2.0,1.944444444,1.888888889,1.833333333,1.777777778,1.722222222,1.666666667,1.611111111,1.555555556,1.5,1.444444444,1.388888889,1.333333333,1.277777778,1.222222222,1.166666667,1.111111111,1.055555556,1.0,1.0,1.0,1.0,1.0,1.0,1.086956522,1.173913043,1.260869565,1.347826087,1.434782609,1.52173913,1.608695652,1.695652174,1.782608696,1.869565217
EPA008,2020-08-12 08:00:00,9.0,11.0,11.0,9.0,5.0,6.0,6.0,4.0,8.0,11.0,16.0,15.0,12.0,13.0,12.0,10.0,8.0,12.0,9.0,6.0,6.0,8.0,11.0,14.0,10.0,8.0,8.0,14.0,21.0,21.0,16.0,16.0,10.0,14.0,18.0,18.0,15.0,6.0,6.0,5.0,4.0,4.0,8.0,7.0,6.0,11.0,9.0,12.0,11.0,9.5,8.0,9.0,7.0,10.0,11.0,11.0,8.0,6.0,7.0,11.0,8.0,4.0,7.0,9.0,8.0,10.0,11.0,8.0,6.0,9.0,10.0,9.0
EPA009,2020-08-12 08:00:00,8.0,7.0,5.0,4.0,5.0,7.0,8.0,7.0,8.0,8.0,10.0,8.0,9.0,12.0,12.0,10.0,13.0,14.0,12.0,13.0,11.0,11.0,11.0,9.0,7.0,8.0,14.0,15.0,15.0,18.0,17.0,19.0,23.0,19.0,17.0,14.0,14.0,14.0,11.0,7.0,4.0,6.0,9.0,12.0,13.0,11.0,9.0,6.0,5.0,5.0,1.0,5.0,3.0,3.0,4.0,3.0,6.0,7.0,7.0,9.0,6.0,8.0,8.0,6.0,9.0,10.0,9.0,8.0,9.0,7.0,5.0,6.0
EPA010,2020-08-12 08:00:00,10.0,8.0,8.0,6.0,6.0,7.0,6.0,6.0,10.0,9.0,9.0,8.0,9.0,6.0,10.0,9.0,12.0,10.0,9.0,8.0,8.0,7.0,9.0,9.0,10.0,8.0,9.0,19.0,20.0,21.0,15.0,21.0,18.0,10.0,9.0,13.0,16.0,9.0,6.0,6.0,6.0,3.0,1.0,4.0,8.0,10.0,12.0,11.0,9.0,6.0,5.0,4.0,9.0,9.0,7.0,6.0,4.0,10.0,10.0,8.0,7.0,9.0,5.0,4.0,9.0,10.0,10.0,7.0,8.0,10.0,7.0,7.0
